,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,positive_rate,stringency_index,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations_raw,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_per_million,new_people_vaccinated,new_people_vaccinated_per_hundred,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed_per_hundred,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_per_thousand_smoothed,tests_per_case
119,2020-06-24,3310.000,8.000,15.286,190.000,0.000,0.429,317.565,0.768,1.467,18.229,0.000,0.041,1.070,,,,,0.004,50.000,,,,,,,,,,,,,,,291840.000,653.000,28.017,0.063,3844.286,0.369,248.500
120,2020-06-25,3321.000,11.000,13.429,191.000,1.000,0.429,318.621,1.055,1.289,18.325,0.096,0.041,1.080,,,,,0.004,50.000,,,,,,,,,,,,,,,295639.000,3799.000,28.381,0.365,3614.429,0.347,228.800
121,2020-06-26,3343.000,22.000,15.143,191.000,0.000,0.286,320.731,2.111,1.454,18.325,0.000,0.027,1.110,,,,,0.005,50.000,,,,,,,,,,,,,,,295851.000,212.000,28.402,0.020,3020.000,0.290,199.400
122,2020-06-27,3366.000,23.000,15.714,191.000,0.000,0.143,322.938,2.207,1.509,18.325,0.000,0.014,1.130,,,,,0.005,44.440,,,,,,,,,,,,,,,301144.000,5293.000,28.910,0.508,3178.429,0.305,202.200
123,2020-06-28,3376.000,10.000,15.714,191.000,0.000,0.143,323.897,0.959,1.509,18.325,0.000,0.014,1.140,2.917,0.280,,,0.005,44.440,,,,,,,,,,,,,,,305137.000,3993.000,29.293,0.383,3141.571,0.302,199.900
124,2020-06-29,3390.000,14.000,14.714,191.000,0.000,0.143,325.241,1.343,1.413,18.325,0.000,0.014,1.150,,,,,0.005,44.440,,,,,,,,,,,,,,,308392.000,3255.000,29.606,0.312,3200.429,0.307,217.500
125,2020-06-30,3409.000,19.000,15.286,192.000,1.000,0.286,327.063,1.823,1.467,18.421,0.096,0.027,1.180,,,,,0.005,44.440,,,,,,,,,,,,,,,312775.000,4383.000,30.026,0.421,3084.000,0.296,201.800
126,2020-07-01,3432.000,23.000,17.429,192.000,0.000,0.286,329.270,2.207,1.673,18.421,0.000,0.027,1.200,,,,,0.005,44.440,,,,,,,,,,,,,,,315982.000,3207.000,30.334,0.308,3448.857,0.331,200.600
127,2020-07-02,3458.000,26.000,19.571,192.000,0.000,0.143,331.765,2.494,1.879,18.421,0.000,0.014,1.230,,,,,0.005,50.000,,,,,,,,,,,,,,,320427.000,4445.000,30.761,0.427,3541.143,0.340,208.700
128,2020-07-03,3486.000,28.000,20.429,192.000,0.000,0.143,334.451,2.686,1.961,18.421,0.000,0.014,1.250,,,,,0.005,50.000,,,,,,,,,,,,,,,325451.000,5024.000,31.243,0.482,4228.571,0.406,207.000
129,2020-07-04,3511.000,25.000,20.714,192.000,0.000,0.143,336.849,2.399,1.989,18.421,0.000,0.014,1.260,,,,,0.005,50.000,,,,,,,,,,,,,,,331703.000,6252.000,31.843,0.600,4365.571,0.419,210.800
130,2020-07-05,3519.000,8.000,20.429,192.000,0.000,0.143,337.617,0.768,1.961,18.421,0.000,0.014,1.280,2.917,0.280,,,0.004,50.000,,,,,,,,,,,,,,,337154.000,5451.000,32.367,0.523,4573.857,0.439,223.900
131,2020-07-06,3562.000,43.000,24.571,192.000,0.000,0.143,341.742,4.125,2.359,18.421,0.000,0.014,1.300,,,,,0.005,50.000,,,,,,,,,,,,,,,340328.000,3174.000,32.671,0.305,4562.286,0.438,185.700
132,2020-07-07,3589.000,27.000,25.714,193.000,1.000,0.143,344.333,2.590,2.469,18.517,0.096,0.014,1.300,,,,,0.005,50.000,,,,,,,,,,,,,,,349084.000,8756.000,33.512,0.841,5187.000,0.498,201.700
133,2020-07-08,3622.000,33.000,27.143,193.000,0.000,0.143,347.499,3.166,2.606,18.517,0.000,0.014,1.310,,,,,0.005,50.000,,,,,,,,,,,,,,,355190.000,6106.000,34.098,0.586,5601.143,0.538,206.400
134,2020-07-09,3672.000,50.000,30.571,193.000,0.000,0.143,352.296,4.797,2.935,18.517,0.000,0.014,1.310,,,,,0.006,50.000,,,,,,,,,,,,,,,358725.000,3535.000,34.438,0.339,5471.143,0.525,179.000
135,2020-07-10,3732.000,60.000,35.143,193.000,0.000,0.143,358.052,5.756,3.374,18.517,0.000,0.014,1.300,,,,,0.006,50.000,,,,,,,,,,,,,,,363412.000,4687.000,34.888,0.450,5423.000,0.521,154.300
136,2020-07-11,3772.000,40.000,37.286,193.000,0.000,0.143,361.890,3.838,3.579,18.517,0.000,0.014,1.260,,,,,0.007,50.000,,,,,,,,,,,,,,,371167.000,7755.000,35.632,0.744,5637.714,0.541,151.200
137,2020-07-12,3803.000,31.000,40.571,193.000,0.000,0.143,364.864,2.974,3.895,18.517,0.000,0.014,1.220,3.890,0.373,,,0.008,50.000,,,,,,,,,,,,,,,373932.000,2765.000,35.897,0.265,5254.000,0.504,129.500
138,2020-07-13,3826.000,23.000,37.714,193.000,0.000,0.143,367.071,2.207,3.621,18.517,0.000,0.014,1.180,,,,,0.006,61.110,,,,,,,,,,,,,,,382452.000,8520.000,36.715,0.818,6017.714,0.578,159.600
139,2020-07-14,3883.000,57.000,42.000,193.000,0.000,0.000,372.539,5.469,4.032,18.517,0.000,0.000,1.160,,,,,0.008,61.110,,,,,,,,,,,,,,,386307.000,3855.000,37.085,0.370,5317.571,0.510,126.600
140,2020-07-15,3910.000,27.000,41.143,193.000,0.000,0.000,375.130,2.590,3.950,18.517,0.000,0.000,1.120,,,,,0.008,61.110,,,,,,,,,,,,,,,391773.000,5466.000,37.610,0.525,5226.143,0.502,127.000
141,2020-07-16,3939.000,29.000,38.143,193.000,0.000,0.000,377.912,2.782,3.662,18.517,0.000,0.000,1.090,,,,,0.007,61.110,,,,,,,,,,,,,,,398347.000,6574.000,38.241,0.631,5660.286,0.543,148.400
142,2020-07-17,3964.000,25.000,33.143,194.000,1.000,0.143,380.311,2.399,3.182,18.613,0.096,0.014,1.070,,,,,0.006,61.110,,,,,,,,,,,,,,,402672.000,4325.000,38.657,0.415,5608.571,0.538,169.200
143,2020-07-18,3983.000,19.000,30.143,194.000,0.000,0.143,382.134,1.823,2.894,18.613,0.000,0.014,1.060,,,,,0.006,61.110,,,,,,,,,,,,,,,406040.000,3368.000,38.980,0.323,4981.857,0.478,165.300
144,2020-07-19,4007.000,24.000,29.143,194.000,0.000,0.143,384.436,2.303,2.798,18.613,0.000,0.014,1.070,1.945,0.187,,,0.006,61.110,,,,,,,,,,,,,,,410766.000,4726.000,39.434,0.454,5262.000,0.505,180.600
145,2020-07-20,4012.000,5.000,26.571,195.000,1.000,0.286,384.916,0.480,2.551,18.709,0.096,0.027,1.080,,,,,0.006,61.110,,,,,,,,,,,,,,,413760.000,2994.000,39.721,0.287,4472.571,0.429,168.300
146,2020-07-21,4048.000,36.000,23.571,197.000,2.000,0.571,388.370,3.454,2.263,18.900,0.192,0.055,1.110,,,,,0.005,61.110,,,,,,,,,,,,,,,419906.000,6146.000,40.311,0.590,4799.857,0.461,203.600
147,2020-07-22,4077.000,29.000,23.857,200.000,3.000,1.000,391.152,2.782,2.290,19.188,0.288,0.096,1.140,,,,,0.005,61.110,,,,,,,,,,,,,,,424675.000,4769.000,40.769,0.458,4700.286,0.451,197.000
148,2020-07-23,4110.000,33.000,24.429,201.000,1.000,1.143,394.318,3.166,2.345,19.284,0.096,0.110,1.170,,,,,0.005,61.110,,,,,,,,,,,,,,,430864.000,6189.000,41.363,0.594,4645.286,0.446,190.100
149,2020-07-24,4135.000,25.000,24.429,201.000,0.000,1.000,396.717,2.399,2.345,19.284,0.000,0.096,1.210,,,,,0.005,61.110,,,,,,,,,,,,,,,436510.000,5646.000,41.905,0.542,4834.000,0.464,197.900
150,2020-07-25,4166.000,31.000,26.143,201.000,0.000,1.000,399.691,2.974,2.510,19.284,0.000,0.096,1.260,,,,,0.005,61.110,,,,,,,,,,,,,,,440156.000,3646.000,42.255,0.350,4873.714,0.468,197.000
151,2020-07-26,4193.000,27.000,26.571,202.000,1.000,1.143,402.281,2.590,2.551,19.380,0.096,0.110,1.310,6.807,0.653,,,0.005,61.110,,,,,,,,,,,,,,,447685.000,7529.000,42.978,0.723,5274.143,0.506,198.500
152,2020-07-27,4227.000,34.000,30.714,202.000,0.000,1.000,405.543,3.262,2.949,19.380,0.000,0.096,1.370,,,,,0.006,61.110,,,,,,,,,,,,,,,451317.000,3632.000,43.326,0.349,5365.286,0.515,174.700
153,2020-07-28,4279.000,52.000,33.000,203.000,1.000,0.857,410.532,4.989,3.168,19.476,0.096,0.082,1.420,,,,,0.006,61.110,,,,,,,,,,,,,,,457540.000,6223.000,43.924,0.597,5376.286,0.516,162.900
154,2020-07-29,4336.000,57.000,37.000,203.000,0.000,0.429,416.001,5.469,3.552,19.476,0.000,0.041,1.470,,,,,0.003,61.110,,,,,,,,,,,,,,,511429.000,53889.000,49.097,5.173,12393.429,1.190,334.900
155,2020-07-30,4401.000,65.000,41.571,203.000,0.000,0.286,422.237,6.236,3.991,19.476,0.000,0.027,1.510,,,,,0.003,61.110,,,,,,,,,,,,,,,519887.000,8458.000,49.909,0.812,12717.571,1.221,305.900
156,2020-07-31,4477.000,76.000,48.857,206.000,3.000,0.714,429.529,7.292,4.690,19.764,0.288,0.069,1.550,,,,,0.004,61.110,,,,,,,,,,,,,,,529855.000,9968.000,50.866,0.957,13335.000,1.280,272.400
157,2020-08-01,4587.000,110.000,60.143,206.000,0.000,0.714,440.082,10.554,5.774,19.764,0.000,0.069,1.580,,,,,0.004,46.300,,,,,,,,,,,,,,,539493.000,9638.000,51.791,0.925,14191.000,1.362,231.300
158,2020-08-02,4662.000,75.000,67.000,208.000,2.000,0.857,447.278,7.196,6.432,19.956,0.192,0.082,1.590,10.697,1.026,,,0.005,46.300,,,,,,,,,,,,,,,545439.000,5946.000,52.362,0.571,13964.857,1.341,208.400
159,2020-08-03,4737.000,75.000,72.857,209.000,1.000,1.000,454.473,7.196,6.994,20.052,0.096,0.096,1.590,,,,,0.004,46.300,,,,,,,,,,,,,,,564856.000,19417.000,54.226,1.864,16219.857,1.557,222.600
160,2020-08-04,4855.000,118.000,82.286,209.000,0.000,0.857,465.794,11.321,7.899,20.052,0.000,0.082,1.590,,,,,0.004,46.300,,,,,,,,,,,,,,,599709.000,34853.000,57.572,3.346,20309.857,1.950,246.800
161,2020-08-05,4974.000,119.000,91.143,210.000,1.000,1.000,477.211,11.417,8.750,20.148,0.096,0.096,1.590,,,,,0.006,46.300,,,,,,,,,,,,,,,609583.000,9874.000,58.520,0.948,14022.000,1.346,153.800
162,2020-08-06,5123.000,149.000,103.143,210.000,0.000,1.000,491.507,14.295,9.902,20.148,0.000,0.096,1.590,,,,,0.007,46.300,,,,,,,,,,,,,,,619393.000,9810.000,59.462,0.942,14215.143,1.365,137.800
163,2020-08-07,5270.000,147.000,113.286,210.000,0.000,0.571,505.610,14.103,10.875,20.148,0.000,0.055,1.570,,,,,0.008,46.300,,,,,,,,,,,,,,,630983.000,11590.000,60.574,1.113,14446.857,1.387,127.700
164,2020-08-08,5421.000,151.000,119.143,211.000,1.000,0.714,520.097,14.487,11.438,20.244,0.096,0.069,1.560,,,,,0.008,46.300,,,,,,,,,,,,,,,640297.000,9314.000,61.469,0.894,14400.571,1.382,120.900
165,2020-08-09,5623.000,202.000,137.286,212.000,1.000,0.571,539.477,19.380,13.179,20.340,0.096,0.055,1.550,15.559,1.493,103.078,9.889,0.009,46.300,,,,,,,,,,,,,,,650998.000,10701.000,62.496,1.027,15079.857,1.448,109.800
166,2020-08-10,5749.000,126.000,144.571,213.000,1.000,0.571,551.566,12.089,13.879,20.435,0.096,0.055,1.520,,,,,0.011,46.300,,,,,,,,,,,,,,,658178.000,7180.000,63.185,0.689,13331.714,1.280,92.200
167,2020-08-11,5942.000,193.000,155.286,214.000,1.000,0.714,570.082,18.517,14.907,20.531,0.096,0.069,1.490,,,,,0.016,46.300,,,,,,,,,,,,,,,668739.000,10561.000,64.199,1.014,9861.429,0.947,63.500
168,2020-08-12,6177.000,235.000,171.857,216.000,2.000,0.857,592.628,22.546,16.498,20.723,0.192,0.082,1.460,,,,,0.017,46.300,,,,,,,,,,,,,,,679785.000,11046.000,65.259,1.060,10028.857,0.963,58.400
169,2020-08-13,6381.000,204.000,179.714,221.000,5.000,1.571,612.200,19.572,17.253,21.203,0.480,0.151,1.430,,,,,0.019,57.410,,,,,,,,,,,,,,,687338.000,7553.000,65.984,0.725,9706.429,0.932,54.000
170,2020-08-14,6632.000,251.000,194.571,223.000,2.000,1.857,636.282,24.081,18.679,21.395,0.192,0.178,1.400,,,,,0.018,57.410,,,,,,,,,,,,,,,704921.000,17583.000,67.672,1.688,10562.571,1.014,54.300
171,2020-08-15,6858.000,226.000,205.286,226.000,3.000,2.143,657.964,21.683,19.707,21.683,0.288,0.206,1.370,,,,,0.019,57.410,,,,,,,,,,,,,,,715503.000,10582.000,68.688,1.016,10743.714,1.031,52.300
172,2020-08-16,7075.000,217.000,207.429,228.000,2.000,2.286,678.784,20.819,19.913,21.875,0.192,0.219,1.340,11.669,1.120,222.687,21.365,0.021,57.410,,,,,,,,,,,,,,,719311.000,3808.000,69.054,0.366,9759.000,0.937,47.000
173,2020-08-17,7222.000,147.000,210.429,230.000,2.000,2.429,692.887,14.103,20.201,22.066,0.192,0.233,1.300,,,,,0.021,56.020,,,,,,,,,,,,,,,726961.000,7650.000,69.788,0.734,9826.143,0.943,46.700
174,2020-08-18,7472.000,250.000,218.571,232.000,2.000,2.571,716.872,23.985,20.983,22.258,0.192,0.247,1.270,,,,,0.021,56.020,,,,,,,,,,,,,,,740871.000,13910.000,71.124,1.335,10304.571,0.989,47.100
175,2020-08-19,7684.000,212.000,215.286,235.000,3.000,2.714,737.212,20.340,20.667,22.546,0.288,0.261,1.240,,,,,0.012,56.020,,,,,,,,,,,,,,,804282.000,63411.000,77.211,6.087,17785.286,1.707,82.600
176,2020-08-20,7934.000,250.000,221.857,235.000,0.000,2.000,761.197,23.985,21.298,22.546,0.000,0.192,1.220,,,,,0.012,56.020,,,,,,,,,,,,,,,816450.000,12168.000,78.379,1.168,18444.571,1.771,83.100
177,2020-08-21,8138.000,204.000,215.143,238.000,3.000,2.143,780.769,19.572,20.654,22.834,0.288,0.206,1.200,,,,,0.012,56.020,,,,,,,,,,,,,,,826804.000,10354.000,79.373,0.994,17411.857,1.672,81.100
178,2020-08-22,8381.000,243.000,217.571,240.000,2.000,2.000,804.083,23.314,20.887,23.026,0.192,0.192,1.190,,,,,0.012,56.020,,,,,,,,,,,,,,,838015.000,11211.000,80.449,1.076,17501.714,1.680,80.300
179,2020-08-23,8664.000,283.000,227.000,242.000,2.000,2.000,831.234,27.151,21.792,23.218,0.192,0.192,1.170,18.476,1.773,175.037,16.793,0.012,56.020,,,,,,,,,,,,,,,848380.000,10365.000,81.444,0.995,18438.429,1.770,81.200
180,2020-08-24,8819.000,155.000,228.143,242.000,0.000,1.714,846.105,14.871,21.902,23.218,0.000,0.165,1.140,,,,,0.012,56.020,,,,,,,,,,,,,,,858138.000,9758.000,82.381,0.937,18739.571,1.799,82.100
181,2020-08-25,8987.000,168.000,216.429,243.000,1.000,1.571,862.223,16.118,20.777,23.314,0.096,0.151,1.120,,,,,0.012,56.020,,,,,,,,,,,,,,,872550.000,14412.000,83.765,1.384,18811.286,1.806,86.900
182,2020-08-26,9280.000,293.000,228.000,248.000,5.000,1.857,890.334,28.111,21.888,23.793,0.480,0.178,1.100,,,,,0.019,56.020,,,,,,,,,,,,,,,887991.000,15441.000,85.247,1.482,11958.429,1.148,52.400
183,2020-08-27,9531.000,251.000,228.143,254.000,6.000,2.714,914.415,24.081,21.902,24.369,0.576,0.261,1.090,,,,,0.018,56.020,,,,,,,,,,,,,,,903432.000,15441.000,86.729,1.482,12426.000,1.193,54.500
184,2020-08-28,9800.000,269.000,237.429,259.000,5.000,3.000,940.223,25.808,22.793,24.849,0.480,0.288,1.080,,,,,0.018,56.020,,,,,,,,,,,,,,,917265.000,13833.000,88.057,1.328,12923.000,1.241,54.300
185,2020-08-29,9977.000,177.000,228.000,260.000,1.000,2.857,957.205,16.982,21.888,24.945,0.096,0.274,1.060,,,,,0.017,56.020,,,,,,,,,,,,,,,931002.000,13737.000,89.376,1.319,13283.857,1.275,58.400
186,2020-08-30,10134.000,157.000,210.000,262.000,2.000,2.857,972.268,15.063,20.160,25.137,0.192,0.274,1.050,17.504,1.679,194.486,18.659,0.016,56.020,,,,,,,,,,,,,,,940882.000,9880.000,90.325,0.948,13214.571,1.269,62.900
187,2020-08-31,10317.000,183.000,214.000,266.000,4.000,3.429,989.825,17.557,20.544,25.520,0.384,0.329,1.050,,,,,0.016,56.020,,,,,,,,,,,,,,,949367.000,8485.000,91.139,0.815,13032.714,1.251,60.900
188,2020-09-01,10524.000,207.000,219.571,271.000,5.000,4.000,1009.685,19.860,21.079,26.000,0.480,0.384,1.040,,,,,0.016,56.020,,,,,,,,,,,,,,,966346.000,16979.000,92.769,1.630,13399.429,1.286,61.000
189,2020-09-02,10757.000,233.000,211.000,273.000,2.000,3.571,1032.039,22.354,20.256,26.192,0.192,0.343,1.030,,,,,0.016,56.020,,,,,,,,,,,,,,,980500.000,14154.000,94.128,1.359,13215.571,1.269,62.600
190,2020-09-03,10998.000,241.000,209.571,278.000,5.000,3.429,1055.161,23.122,20.119,26.672,0.480,0.329,1.030,,,,,0.016,56.020,,,,,,,,,,,,,,,992566.000,12066.000,95.286,1.158,12733.429,1.222,60.800
191,2020-09-04,11200.000,202.000,200.000,279.000,1.000,2.857,1074.541,19.380,19.200,26.768,0.096,0.274,1.030,,,,,0.016,56.020,,,,,,,,,,,,,,,1003142.000,10576.000,96.302,1.015,12268.143,1.178,61.300
192,2020-09-05,11386.000,186.000,201.286,280.000,1.000,2.857,1092.386,17.845,19.323,26.864,0.096,0.274,1.040,,,,,0.017,56.020,,,,,,,,,,,,,,,1015064.000,11922.000,97.446,1.145,12008.857,1.153,59.700
193,2020-09-06,11524.000,138.000,198.571,284.000,4.000,3.143,1105.626,13.240,19.063,27.247,0.384,0.302,1.050,21.393,2.053,209.072,20.059,0.016,56.020,,,,,,,,,,,,,,,1027618.000,12554.000,98.651,1.205,12390.857,1.190,62.600
194,2020-09-07,11663.000,139.000,192.286,289.000,5.000,3.286,1118.962,13.336,18.459,27.727,0.480,0.315,1.060,,,,,0.015,56.020,,,,,,,,,,,,,,,1037836.000,10218.000,99.632,0.981,12638.429,1.213,67.800
195,2020-09-08,11832.000,169.000,186.857,290.000,1.000,2.714,1135.176,16.214,17.938,27.823,0.096,0.261,1.080,,,,,0.015,64.810,,,,,,,,,,,,,,,1050259.000,12423.000,100.825,1.193,11987.571,1.151,66.600
196,2020-09-09,12080.000,248.000,189.000,293.000,3.000,2.857,1158.969,23.793,18.144,28.111,0.288,0.274,1.100,,,,,0.015,64.810,,,,,,,,,,,,,,,1066305.000,16046.000,102.365,1.540,12257.857,1.177,64.900
197,2020-09-10,12452.000,372.000,207.714,297.000,4.000,2.714,1194.659,35.690,19.941,28.495,0.384,0.261,1.130,,,,,0.017,64.810,,,,,,,,,,,,,,,1082401.000,16096.000,103.910,1.545,12833.571,1.232,60.400
198,2020-09-11,12734.000,282.000,219.143,300.000,3.000,3.000,1221.715,27.055,21.038,28.782,0.288,0.288,1.140,,,,,0.017,64.810,,,,,,,,,,,,,,,1094354.000,11953.000,105.058,1.147,13030.286,1.251,59.500
199,2020-09-12,13036.000,302.000,235.714,302.000,2.000,3.143,1250.689,28.974,22.629,28.974,0.192,0.302,1.140,,,,,0.017,64.810,,,,,,,,,,,,,,,1112992.000,18638.000,106.847,1.789,13989.714,1.343,57.600
200,2020-09-13,13240.000,204.000,245.143,305.000,3.000,3.000,1270.261,19.572,23.534,29.262,0.288,0.288,1.140,35.007,3.359,252.832,24.257,0.018,64.810,,,,,,,,,,,,,,,1125882.000,12890.000,108.085,1.237,14037.714,1.348,57.100
201,2020-09-14,13420.000,180.000,251.000,310.000,5.000,3.000,1287.530,17.269,24.096,29.742,0.480,0.288,1.140,,,,,0.019,57.410,,,,,,,,,,,,,,,1133027.000,7145.000,108.771,0.686,13598.714,1.305,52.600
202,2020-09-15,13730.000,310.000,271.143,313.000,3.000,3.286,1317.272,29.742,26.030,30.030,0.288,0.315,1.140,,,,,0.021,57.410,,,,,,,,,,,,,,,1144549.000,11522.000,109.877,1.106,13470.000,1.293,48.500
203,2020-09-16,14041.000,311.000,280.143,316.000,3.000,3.286,1347.110,29.838,26.894,30.317,0.288,0.315,1.140,,,,,0.021,57.410,,,,,,,,,,,,,,,1157897.000,13348.000,111.158,1.281,13084.571,1.256,46.700
204,2020-09-17,14400.000,359.000,278.286,325.000,9.000,4.000,1381.553,34.443,26.715,31.181,0.863,0.384,1.140,,,,,0.022,57.410,,,,,,,,,,,,,,,1170292.000,12395.000,112.348,1.190,12555.857,1.205,45.900
205,2020-09-18,14738.000,338.000,286.286,327.000,2.000,3.857,1413.981,32.428,27.483,31.373,0.192,0.370,1.140,,,,,0.023,54.630,,,,,,,,,,,,,,,1181712.000,11420.000,113.444,1.096,12479.714,1.198,43.600
206,2020-09-19,14978.000,240.000,277.429,331.000,4.000,4.143,1437.007,23.026,26.633,31.757,0.384,0.398,1.140,,,,,0.023,54.630,,,,,,,,,,,,,,,1194013.000,12301.000,114.625,1.181,11574.429,1.111,43.200
207,2020-09-20,15142.000,164.000,271.714,338.000,7.000,4.714,1452.741,15.734,26.085,32.428,0.672,0.453,1.140,43.759,4.198,330.626,31.721,0.025,54.630,,,,,,,,,,,,,,,1202213.000,8200.000,115.412,0.787,10904.429,1.047,40.100
208,2020-09-21,15595.000,453.000,310.714,344.000,6.000,4.857,1496.202,43.461,29.829,33.004,0.576,0.466,1.150,,,,,0.028,54.630,,,,,,,,,,,,,,,1210118.000,7905.000,116.171,0.759,11013.000,1.057,35.400
209,2020-09-22,15928.000,333.000,314.000,352.000,8.000,5.571,1528.151,31.948,30.144,33.771,0.768,0.535,1.130,,,,,0.029,54.630,,,,,,,,,,,,,,,1221017.000,10899.000,117.218,1.046,10924.000,1.049,34.400
210,2020-09-23,16286.000,358.000,320.714,357.000,5.000,5.857,1562.498,34.347,30.789,34.251,0.480,0.562,1.120,,,,,0.030,54.630,,,,,,,,,,,,,,,1233229.000,12212.000,118.390,1.172,10761.714,1.033,33.600
211,2020-09-24,16627.000,341.000,318.143,366.000,9.000,5.857,1595.214,32.716,30.542,35.114,0.863,0.562,1.110,,,,,0.029,54.630,,,,,,,,,,,,,,,1246363.000,13134.000,119.651,1.261,10867.286,1.043,34.400
212,2020-09-25,16913.000,286.000,310.714,369.000,3.000,6.000,1622.653,27.439,29.829,35.402,0.288,0.576,1.100,,,,,0.029,54.630,,,,,,,,,,,,,,,1256436.000,10073.000,120.618,0.967,10674.857,1.025,34.400
213,2020-09-26,17228.000,315.000,321.429,376.000,7.000,6.429,1652.874,30.221,30.857,36.074,0.672,0.617,1.100,,,,,0.027,54.630,,,,,,,,,,,,,,,1277934.000,21498.000,122.682,2.064,11988.714,1.151,37.300
214,2020-09-27,17444.000,216.000,328.857,379.000,3.000,5.857,1673.597,20.723,31.570,36.362,0.288,0.562,1.100,28.200,2.706,326.737,31.347,0.027,54.630,,,,,,,,,,,,,,,1287900.000,9966.000,123.638,0.957,12241.000,1.175,37.200
215,2020-09-28,17707.000,263.000,301.714,383.000,4.000,5.571,1698.830,25.233,28.965,36.745,0.384,0.535,1.110,,,,,0.025,54.630,,,,,,,,,,,,,,,1294596.000,6696.000,124.281,0.643,12068.286,1.159,40.000
216,2020-09-29,18123.000,416.000,313.571,388.000,5.000,5.143,1738.741,39.912,30.103,37.225,0.480,0.494,1.110,,,,,0.026,50.460,,,,,,,,,,,,,,,1307514.000,12918.000,125.521,1.240,12356.714,1.186,39.100
217,2020-09-30,18475.000,352.000,312.714,391.000,3.000,4.857,1772.513,33.771,30.021,37.513,0.288,0.466,1.110,,,,,0.026,50.460,,,,,,,,,,,,,,,1319053.000,11539.000,126.629,1.108,12260.571,1.177,39.200
218,2020-10-01,18886.000,411.000,322.714,393.000,2.000,3.857,1811.945,39.432,30.981,37.705,0.192,0.370,1.110,,,,,0.027,50.460,,,,,,,,,,,,,,,1330624.000,11571.000,127.740,1.111,12037.286,1.156,37.300
219,2020-10-02,19346.000,460.000,347.571,398.000,5.000,4.143,1856.078,44.133,33.367,38.185,0.480,0.398,1.110,,,,,0.029,50.460,,,,,,,,,,,,,,,1341142.000,10518.000,128.750,1.010,12100.857,1.162,34.800
220,2020-10-03,19613.000,267.000,340.714,405.000,7.000,4.143,1881.694,25.616,32.709,38.856,0.672,0.398,1.100,,,,,0.031,50.460,,,,,,,,,,,,,,,1353735.000,12593.000,129.959,1.209,10828.714,1.040,31.800
221,2020-10-04,19842.000,229.000,342.571,409.000,4.000,4.286,1903.664,21.971,32.887,39.240,0.384,0.411,1.100,46.677,4.478,387.027,37.132,0.031,50.460,,,,,,,,,,,,,,,1364142.000,10407.000,130.958,0.999,10891.714,1.046,31.800
222,2020-10-05,20142.000,300.000,347.857,417.000,8.000,4.857,1932.447,28.782,33.394,40.007,0.768,0.466,1.110,,,,,0.032,50.460,,,,,,,,,,,,,,,1371417.000,7275.000,131.656,0.698,10974.429,1.054,31.500
223,2020-10-06,20541.000,399.000,345.429,420.000,3.000,4.571,1970.727,38.281,33.161,40.295,0.288,0.439,1.110,,,,,0.031,50.460,,,,,,,,,,,,,,,1384585.000,13168.000,132.920,1.264,11010.143,1.057,32.200
224,2020-10-07,20947.000,406.000,353.143,424.000,4.000,4.714,2009.679,38.952,33.902,40.679,0.384,0.453,1.120,,,,,0.031,50.460,,,,,,,,,,,,,,,1397681.000,13096.000,134.177,1.257,11232.571,1.078,31.800
225,2020-10-08,21381.000,434.000,356.429,430.000,6.000,5.286,2051.318,41.638,34.217,41.255,0.576,0.507,1.120,,,,,0.031,50.460,,,,,,,,,,,,,,,1410349.000,12668.000,135.394,1.216,11389.286,1.093,32.000
226,2020-10-09,21772.000,391.000,346.571,431.000,1.000,4.714,2088.831,37.513,33.271,41.351,0.096,0.453,1.130,,,,,0.030,50.460,,,,,,,,,,,,,,,1422763.000,12414.000,136.585,1.192,11660.143,1.119,33.600
227,2020-10-10,22078.000,306.000,352.143,436.000,5.000,4.429,2118.189,29.358,33.806,41.830,0.480,0.425,1.140,,,,,0.029,50.460,,,,,,,,,,,,,,,1438164.000,15401.000,138.064,1.478,12061.286,1.158,34.300
228,2020-10-11,22358.000,280.000,359.429,449.000,13.000,5.714,2145.052,26.864,34.505,43.078,1.247,0.549,1.150,38.897,3.732,352.992,33.866,0.030,50.460,,,,,,,,,,,,,,,1448521.000,10357.000,139.058,0.994,12054.143,1.157,33.500
229,2020-10-12,22652.000,294.000,358.571,456.000,7.000,5.571,2173.259,28.207,34.423,43.749,0.672,0.535,1.170,,,,,0.030,59.720,,,,,,,,,,,,,,,1455487.000,6966.000,139.727,0.669,12010.000,1.153,33.500
230,2020-10-13,23060.000,408.000,359.857,462.000,6.000,6.000,2212.403,39.144,34.546,44.325,0.576,0.576,1.190,,,,,0.027,59.720,,,,,,,,,,,,,,,1476307.000,20820.000,141.725,1.999,13103.143,1.258,36.400
